Doc ID, Source, SentenceIndex, ActualSentiment, PredictedSentiment
3043,2,4,1,1
3044,2,0,0,0
3044,2,1,0,0
3044,2,2,0,0
3044,2,3,0,0
3044,2,4,0,0
3044,2,5,0,0
3044,2,6,0,0
3044,2,7,1,1
3044,2,8,1,1
3044,2,9,1,1
3045,2,0,0,0
3045,2,1,1,1
3045,2,2,1,1
3045,2,3,1,1
3046,2,0,0,0
3046,2,1,0,0
3046,2,2,0,0
3046,2,3,1,1
3046,2,4,1,1
3047,2,0,0,1
3047,2,1,1,0
3047,2,2,1,0
3047,2,3,1,0
3048,2,0,0,0
3048,2,1,0,0
3048,2,2,0,0
3048,2,3,1,1
3048,2,4,1,1
3049,2,0,0,0
3049,2,1,0,0
3049,2,2,1,1
3049,2,3,1,1
3049,2,4,1,1
3050,2,0,0,0
3050,2,1,0,0
3050,2,2,1,1
3051,2,0,0,0
3051,2,1,0,0
3051,2,2,0,0
3051,2,3,1,1
3051,2,4,1,1
3051,2,5,1,1
3052,2,0,0,0
3052,2,1,0,0
3052,2,2,0,0
3052,2,3,0,0
3052,2,4,0,0
3052,2,5,1,1
3052,2,6,1,1
3052,2,7,1,1
3052,2,8,1,1
3052,2,9,1,1
3052,2,10,1,1
3052,2,11,1,1
3053,2,0,0,0
3053,2,1,0,0
3053,2,2,1,1
3053,2,3,1,1
3053,2,4,1,1
3054,2,0,0,0
3054,2,1,0,0
3054,2,2,0,0
3054,2,3,0,0
3054,2,4,0,0
3054,2,5,0,0
3054,2,6,0,0
3054,2,7,1,1
3054,2,8,1,1
3054,2,9,1,1
3055,2,0,0,0
3055,2,1,1,1
3055,2,2,1,1
3055,2,3,1,1
3056,2,0,0,0
3056,2,1,0,0
3056,2,2,0,0
3056,2,3,1,1
3056,2,4,1,1
3057,2,0,0,1
3057,2,1,1,0
3057,2,2,1,0
3057,2,3,1,0
3058,2,0,0,0
3058,2,1,0,0
3058,2,2,0,0
3058,2,3,1,1
3058,2,4,1,1
3059,2,0,0,0
3059,2,1,0,0
3059,2,2,1,1
3059,2,3,1,1
3059,2,4,1,1
3060,2,0,0,0
3060,2,1,0,0
3060,2,2,1,1
3061,2,0,0,0
3061,2,1,0,0
3061,2,2,0,0
3061,2,3,1,1
3061,2,4,1,1
3061,2,5,1,1
3062,2,0,0,0
3062,2,1,0,0
3062,2,2,0,0
3062,2,3,0,0
3062,2,4,0,0
3062,2,5,1,1
3062,2,6,1,1
3062,2,7,1,1
3062,2,8,1,1
3062,2,9,1,1
3062,2,10,1,1
3062,2,11,1,1
3063,2,0,0,0
3063,2,1,0,0
3063,2,2,1,1
3063,2,3,1,1
3063,2,4,1,1
3064,2,0,0,0
3064,2,1,0,0
3064,2,2,0,0
3064,2,3,0,0
3064,2,4,0,0
3064,2,5,0,0
3064,2,6,0,0
3064,2,7,1,1
3064,2,8,1,1
3064,2,9,1,1
3065,2,0,0,0
3065,2,1,1,1
3065,2,2,1,1
3065,2,3,1,1
3066,2,0,0,0
3066,2,1,0,0
3066,2,2,0,0
3066,2,3,1,1
3066,2,4,1,1
3067,2,0,0,1
3067,2,1,1,0
3067,2,2,1,0
3067,2,3,1,0
3068,2,0,0,0
3068,2,1,0,0
3068,2,2,0,0
3068,2,3,1,1
3068,2,4,1,1
3069,2,0,0,0
3069,2,1,0,0
3069,2,2,1,1
3069,2,3,1,1
3069,2,4,1,1
3070,2,0,0,0
3070,2,1,0,0
3070,2,2,1,1
3071,2,0,0,0
3071,2,1,0,0
3071,2,2,0,0
3071,2,3,1,1
3071,2,4,1,1
3071,2,5,1,1
3072,2,0,0,0
3072,2,1,0,0
3072,2,2,0,0
3072,2,3,0,0
3072,2,4,0,0
3072,2,5,1,1
3072,2,6,1,1
3072,2,7,1,1
3072,2,8,1,1
3072,2,9,1,1
3072,2,10,1,1
3072,2,11,1,1
3073,2,0,0,0
3073,2,1,0,0
3073,2,2,1,1
3073,2,3,1,1
3073,2,4,1,1
3074,2,0,0,0
3074,2,1,0,0
3074,2,2,0,0
3074,2,3,0,0
3074,2,4,0,0
3074,2,5,0,0
3074,2,6,0,0
3074,2,7,1,1
3074,2,8,1,1
3074,2,9,1,1
3075,2,0,0,0
3075,2,1,1,1
3075,2,2,1,1
3075,2,3,1,1
3076,2,0,0,0
3076,2,1,0,0
3076,2,2,0,0
3076,2,3,1,1
3076,2,4,1,1
3077,2,0,0,1
3077,2,1,1,0
3077,2,2,1,0
3077,2,3,1,0
3078,2,0,0,0
3078,2,1,0,0
3078,2,2,0,0
3078,2,3,1,1
3078,2,4,1,1
3079,2,0,0,0
3079,2,1,0,0
3079,2,2,1,1
3079,2,3,1,1
3079,2,4,1,1
3080,2,0,0,0
3080,2,1,0,0
3080,2,2,1,1
3081,2,0,0,0
3081,2,1,0,0
3081,2,2,0,0
3081,2,3,1,1
3081,2,4,1,1
3081,2,5,1,1
3082,2,0,0,0
3082,2,1,0,0
3082,2,2,0,0
3082,2,3,0,0
3082,2,4,0,0
3082,2,5,1,1
3082,2,6,1,1
3082,2,7,1,1
3082,2,8,1,1
3082,2,9,1,1
3082,2,10,1,1
3082,2,11,1,1
3083,2,0,0,0
3083,2,1,0,0
3083,2,2,1,1
3083,2,3,1,1
3083,2,4,1,1
3084,2,0,0,0
3084,2,1,0,0
3084,2,2,0,0
3084,2,3,0,0
3084,2,4,0,0
3084,2,5,0,0
3084,2,6,0,0
3084,2,7,1,1
3084,2,8,1,1
3084,2,9,1,1
3085,2,0,0,0
3085,2,1,1,1
3085,2,2,1,1
3085,2,3,1,1
3086,2,0,0,0
3086,2,1,0,0
3086,2,2,0,0
3086,2,3,1,1
3086,2,4,1,1
3087,2,0,0,1
3087,2,1,1,0
3087,2,2,1,0
3087,2,3,1,0
3088,2,0,0,0
3088,2,1,0,0
3088,2,2,0,0
3088,2,3,1,1
3088,2,4,1,1
3089,2,0,0,0
3089,2,1,0,0
3089,2,2,1,1
3089,2,3,1,1
3089,2,4,1,1
3090,2,0,0,0
3090,2,1,0,0
3090,2,2,1,1
3091,2,0,0,0
3091,2,1,0,0
3091,2,2,0,0
3091,2,3,1,1
3091,2,4,1,1
3091,2,5,1,1
3092,2,0,0,0
3092,2,1,0,0
3092,2,2,0,0
3092,2,3,0,0
3092,2,4,0,0
3092,2,5,1,1
3092,2,6,1,1
3092,2,7,1,1
3092,2,8,1,1
3092,2,9,1,1
3092,2,10,1,1
3092,2,11,1,1
3093,2,0,0,0
3093,2,1,0,0
3093,2,2,1,1
3093,2,3,1,1
3093,2,4,1,1
3094,2,0,0,0
3094,2,1,0,0
3094,2,2,0,0
3094,2,3,0,0
3094,2,4,0,0
3094,2,5,0,0
3094,2,6,0,0
3094,2,7,1,1
3094,2,8,1,1
3094,2,9,1,1
3095,2,0,0,0
3095,2,1,1,1
3095,2,2,1,1
3095,2,3,1,1
3096,2,0,0,0
3096,2,1,0,0
3096,2,2,0,0
3096,2,3,1,1
3096,2,4,1,1
3097,2,0,0,1
3097,2,1,1,0
3097,2,2,1,0
3097,2,3,1,0
3098,2,0,0,0
3098,2,1,0,0
3098,2,2,0,0
3098,2,3,1,1
3098,2,4,1,1
3099,2,0,0,0
3099,2,1,0,0
3099,2,2,1,1
3099,2,3,1,1
3099,2,4,1,1
3100,2,0,0,0
3100,2,1,0,0
3100,2,2,1,1
3101,2,0,0,0
3101,2,1,0,0
3101,2,2,0,0
3101,2,3,1,1
3101,2,4,1,1
3101,2,5,1,1
3102,2,0,0,0
3102,2,1,0,0
3102,2,2,0,0
3102,2,3,0,0
3102,2,4,0,0
3102,2,5,1,1
3102,2,6,1,1
3102,2,7,1,1
3102,2,8,1,1
3102,2,9,1,1
3102,2,10,1,1
3102,2,11,1,1
3103,2,0,0,0
3103,2,1,0,0
3103,2,2,1,1
3103,2,3,1,1
3103,2,4,1,1
3104,2,0,0,0
3104,2,1,0,0
3104,2,2,0,0
3104,2,3,0,0
3104,2,4,0,0
3104,2,5,0,0
3104,2,6,0,0
3104,2,7,1,1
3104,2,8,1,1
3104,2,9,1,1
3105,2,0,0,0
3105,2,1,1,1
3105,2,2,1,1
3105,2,3,1,1
3106,2,0,0,0
3106,2,1,0,0
3106,2,2,0,0
3106,2,3,1,1
3106,2,4,1,1
3107,2,0,0,1
3107,2,1,1,0
3107,2,2,1,0
3107,2,3,1,0
3108,2,0,0,0
3108,2,1,0,0
3108,2,2,0,0
3108,2,3,1,1
3108,2,4,1,1
3109,2,0,0,0
3109,2,1,0,0
3109,2,2,1,1
3109,2,3,1,1
3109,2,4,1,1
3110,2,0,0,0
3110,2,1,0,0
3110,2,2,1,1
3111,2,0,0,0
3111,2,1,0,0
3111,2,2,0,0
3111,2,3,1,1
3111,2,4,1,1
3111,2,5,1,1
3112,2,0,0,0
3112,2,1,0,0
3112,2,2,0,0
3112,2,3,0,0
3112,2,4,0,0
3112,2,5,1,1
3112,2,6,1,1
3112,2,7,1,1
3112,2,8,1,1
3112,2,9,1,1
3112,2,10,1,1
3112,2,11,1,1
3113,2,0,0,0
3113,2,1,0,0
3113,2,2,1,1
3113,2,3,1,1
3113,2,4,1,1
3114,2,0,0,0
3114,2,1,0,0
3114,2,2,0,0
3114,2,3,0,0
3114,2,4,0,0
3114,2,5,0,0
3114,2,6,0,0
3114,2,7,1,1
3114,2,8,1,1
3114,2,9,1,1
3115,2,0,0,0
3115,2,1,1,1
3115,2,2,1,1
3115,2,3,1,1
3116,2,0,0,0
3116,2,1,0,0
3116,2,2,0,0
3116,2,3,1,1
3116,2,4,1,1
3117,2,0,0,1
3117,2,1,1,0
3117,2,2,1,0
3117,2,3,1,0
3118,2,0,0,0
3118,2,1,0,0
3118,2,2,0,0
3118,2,3,1,1
3118,2,4,1,1
3119,2,0,0,0
3119,2,1,0,0
3119,2,2,1,1
3119,2,3,1,1
3119,2,4,1,1
3120,2,0,0,0
3120,2,1,0,0
3120,2,2,1,1
3121,2,0,0,0
3121,2,1,0,0
3121,2,2,0,0
3121,2,3,1,1
3121,2,4,1,1
3121,2,5,1,1
3122,2,0,0,0
3122,2,1,0,0
3122,2,2,0,0
3122,2,3,0,0
3122,2,4,0,0
3122,2,5,1,1
3122,2,6,1,1
3122,2,7,1,1
3122,2,8,1,1
3122,2,9,1,1
3122,2,10,1,1
3122,2,11,1,1
3123,2,0,0,0
3123,2,1,0,0
3123,2,2,1,1
3123,2,3,1,1
3123,2,4,1,1
3124,2,0,0,0
3124,2,1,0,0
3124,2,2,0,0
3124,2,3,0,0
3124,2,4,0,0
3124,2,5,0,0
3124,2,6,0,0
3124,2,7,1,1
3124,2,8,1,1
3124,2,9,1,1
3125,2,0,0,0
3125,2,1,1,1
3125,2,2,1,1
3125,2,3,1,1
3126,2,0,0,0
3126,2,1,0,0
3126,2,2,0,0
3126,2,3,1,1
3126,2,4,1,1
3127,2,0,0,1
3127,2,1,1,0
3127,2,2,1,0
3127,2,3,1,0
3128,2,0,0,0
3128,2,1,0,0
3128,2,2,0,0
3128,2,3,1,1
3128,2,4,1,1
3129,2,0,0,0
3129,2,1,0,0
3129,2,2,1,1
3129,2,3,1,1
3129,2,4,1,1
3130,2,0,0,0
3130,2,1,0,0
3130,2,2,1,1
3131,2,0,0,0
3131,2,1,0,0
3131,2,2,0,0
3131,2,3,1,1
3131,2,4,1,1
3131,2,5,1,1
3132,2,0,0,0
3132,2,1,0,0
3132,2,2,0,0
3132,2,3,0,0
3132,2,4,0,0
3132,2,5,1,1
3132,2,6,1,1
3132,2,7,1,1
3132,2,8,1,1
3132,2,9,1,1
3132,2,10,1,1
3132,2,11,1,1
3133,2,0,0,0
3133,2,1,0,0
3133,2,2,1,1
3133,2,3,1,1
3133,2,4,1,1
3134,2,0,0,0
3134,2,1,0,0
3134,2,2,0,0
3134,2,3,0,0
3134,2,4,0,0
3134,2,5,0,0
3134,2,6,0,0
3134,2,7,1,1
3134,2,8,1,1
3134,2,9,1,1
3135,2,0,0,0
3135,2,1,1,1
3135,2,2,1,1
3135,2,3,1,1
3136,2,0,0,0
3136,2,1,0,0
3136,2,2,0,0
3136,2,3,1,1
3136,2,4,1,1
3137,2,0,0,1
3137,2,1,1,0
3137,2,2,1,0
3137,2,3,1,0
3138,2,0,0,0
3138,2,1,0,0
3138,2,2,0,0
3138,2,3,1,1
3138,2,4,1,1
3139,2,0,0,0
3139,2,1,0,0
3139,2,2,1,1
3139,2,3,1,1
3139,2,4,1,1
3140,2,0,0,0
3140,2,1,0,0
3140,2,2,1,1
3141,2,0,0,0
3141,2,1,0,0
3141,2,2,0,0
3141,2,3,1,1
3141,2,4,1,1
3141,2,5,1,1
3142,2,0,0,0
3142,2,1,0,0
3142,2,2,0,0
3142,2,3,0,0
3142,2,4,0,0
3142,2,5,1,1
3142,2,6,1,1
3142,2,7,1,1
3142,2,8,1,1
3142,2,9,1,1
3142,2,10,1,1
3142,2,11,1,1
3143,2,0,0,0
3143,2,1,0,0
3143,2,2,1,1
3143,2,3,1,1
3143,2,4,1,1
3144,2,0,0,0
3144,2,1,0,0
3144,2,2,0,0
3144,2,3,0,0
3144,2,4,0,0
3144,2,5,0,0
3144,2,6,0,0
3144,2,7,1,1
3144,2,8,1,1
3144,2,9,1,1
3145,2,0,0,0
3145,2,1,1,1
3145,2,2,1,1
3145,2,3,1,1
3146,2,0,0,0
3146,2,1,0,0
3146,2,2,0,0
3146,2,3,1,1
3146,2,4,1,1
3147,2,0,0,1
3147,2,1,1,0
3147,2,2,1,0
3147,2,3,1,0
3148,2,0,0,0
3148,2,1,0,0
3148,2,2,0,0
3148,2,3,1,1
3148,2,4,1,1
3149,2,0,0,0
3149,2,1,0,0
3149,2,2,1,1
3149,2,3,1,1
3149,2,4,1,1
3150,2,0,0,0
3150,2,1,0,0
3150,2,2,1,1
3151,2,0,0,0
3151,2,1,0,0
3151,2,2,0,0
3151,2,3,1,1
3151,2,4,1,1
3151,2,5,1,1
3152,2,0,0,0
3152,2,1,0,0
3152,2,2,0,0
3152,2,3,0,0
3152,2,4,0,0
3152,2,5,1,1
3152,2,6,1,1
3152,2,7,1,1
3152,2,8,1,1
3152,2,9,1,1
3152,2,10,1,1
3152,2,11,1,1
3153,2,0,0,0
3153,2,1,0,0
3153,2,2,1,1
3153,2,3,1,1
3153,2,4,1,1
3154,2,0,0,0
3154,2,1,0,0
3154,2,2,0,0
3154,2,3,0,0
3154,2,4,0,0
3154,2,5,0,0
3154,2,6,0,0
3154,2,7,1,1
3154,2,8,1,1
3154,2,9,1,1
3155,2,0,0,0
3155,2,1,1,1
3155,2,2,1,1
3155,2,3,1,1
3156,2,0,0,0
3156,2,1,0,0
3156,2,2,0,0
3156,2,3,1,1
3156,2,4,1,1
3157,2,0,0,1
3157,2,1,1,0
3157,2,2,1,0
3157,2,3,1,0
3158,2,0,0,0
3158,2,1,0,0
3158,2,2,0,0
3158,2,3,1,1
3158,2,4,1,1
3159,2,0,0,0
3159,2,1,0,0
3159,2,2,1,1
3159,2,3,1,1
3159,2,4,1,1
3160,2,0,0,0
3160,2,1,0,0
3160,2,2,1,1
3161,2,0,0,0
3161,2,1,0,0
3161,2,2,0,0
3161,2,3,1,1
3161,2,4,1,1
3161,2,5,1,1
3162,2,0,0,0
3162,2,1,0,0
3162,2,2,0,0
3162,2,3,0,0
3162,2,4,0,0
3162,2,5,1,1
3162,2,6,1,1
3162,2,7,1,1
3162,2,8,1,1
3162,2,9,1,1
3162,2,10,1,1
3162,2,11,1,1
3163,2,0,0,0
3163,2,1,0,0
3163,2,2,1,1
3163,2,3,1,1
3163,2,4,1,1
3164,2,0,0,0
3164,2,1,0,0
3164,2,2,0,0
3164,2,3,0,0
3164,2,4,0,0
3164,2,5,0,0
3164,2,6,0,0
3164,2,7,1,1
3164,2,8,1,1
3164,2,9,1,1
3165,2,0,0,0
3165,2,1,1,1
3165,2,2,1,1
3165,2,3,1,1
3166,2,0,0,0
3166,2,1,0,0
3166,2,2,0,0
3166,2,3,1,1
3166,2,4,1,1
3167,2,0,0,1
3167,2,1,1,0
3167,2,2,1,0
3167,2,3,1,0
3168,2,0,0,0
3168,2,1,0,0
3168,2,2,0,0
3168,2,3,1,1
3168,2,4,1,1
3169,2,0,0,0
3169,2,1,0,0
3169,2,2,1,1
3169,2,3,1,1
3169,2,4,1,1
3170,2,0,0,0
3170,2,1,0,0
3170,2,2,1,1
3171,2,0,0,0
3171,2,1,0,0
3171,2,2,0,0
3171,2,3,1,1
3171,2,4,1,1
3171,2,5,1,1
3172,2,0,0,1
3172,2,1,0,1
3172,2,2,1,0
3173,2,0,0,0
3173,2,1,0,0
3173,2,2,1,1
3173,2,3,1,1
3173,2,4,1,1
3173,2,5,1,1
3174,2,0,0,0
3174,2,1,1,1
3175,2,0,0,0
3175,2,1,0,0
3175,2,2,0,0
3176,2,0,0,0
3176,2,1,0,0
3176,2,2,0,0
3176,2,3,0,0
3177,2,0,0,0
3177,2,1,0,0
3177,2,2,0,0
3177,2,3,0,0
3177,2,4,0,0
3177,2,5,0,0
3177,2,6,0,0
3177,2,7,0,0
3177,2,8,0,0
3177,2,9,1,1
3177,2,10,1,1
3177,2,11,1,1
3178,2,0,0,0
3178,2,1,0,0
3178,2,2,0,0
3178,2,3,0,0
3178,2,4,0,0
3178,2,5,0,0
3178,2,6,0,0
3178,2,7,0,0
3178,2,8,0,1
3178,2,9,1,1
3178,2,10,1,1
3178,2,11,1,1
3178,2,12,1,1
3178,2,13,1,1
3178,2,14,1,1
3179,2,0,0,0
3179,2,1,1,0
3179,2,2,1,0
3179,2,3,1,0
3179,2,4,1,0
3180,2,0,0,0
3180,2,1,1,1
3181,2,0,0,0
3181,2,1,0,0
3181,2,2,1,0
3181,2,3,1,0
3182,2,0,0,0
3182,2,1,0,0
3182,2,2,0,1
3182,2,3,1,1
3182,2,4,1,1
3182,2,5,1,1
3182,2,6,1,1
3182,2,7,1,1
3182,2,8,1,1
3182,2,9,1,1
3182,2,10,1,1
3182,2,11,1,1
3183,2,0,0,0
3183,2,1,0,0
3183,2,2,1,1
3183,2,3,1,1
3184,2,0,0,0
3184,2,1,0,0
3184,2,2,0,0
3184,2,3,0,0
3184,2,4,0,0
3184,2,5,1,1
3184,2,6,1,1
3184,2,7,1,1
3184,2,8,1,1
3185,2,0,0,0
3185,2,1,1,1
3185,2,2,1,1
3185,2,3,1,1
3185,2,4,1,1
3185,2,5,1,1
3185,2,6,1,1
3185,2,7,1,1
3186,2,0,0,0
3186,2,1,1,1
3187,2,0,0,0
3187,2,1,1,1
3188,2,0,0,0
3188,2,1,0,0
3188,2,2,0,0
3188,2,3,0,0
3188,2,4,0,0
3188,2,5,0,0
3188,2,6,0,0
3188,2,7,0,0
3188,2,8,0,0
3188,2,9,1,1
3188,2,10,1,1
3188,2,11,1,1
3188,2,12,1,1
3188,2,13,1,1
3188,2,14,1,1
3188,2,15,1,1
3188,2,16,1,1
3188,2,17,1,1
3188,2,18,1,1
3188,2,19,1,1
3189,2,0,0,0
3189,2,1,1,1
3190,2,0,0,0
3190,2,1,1,1
3190,2,2,1,1
3191,2,0,0,0
3191,2,1,1,1
3191,2,2,1,1
3192,2,0,0,0
3192,2,1,0,0
3192,2,2,1,1
3192,2,3,1,1
3193,2,0,0,0
3193,2,1,0,0
3193,2,2,1,1
3193,2,3,1,1
3194,2,0,0,0
3194,2,1,0,0
3194,2,2,0,0
3194,2,3,0,0
3194,2,4,0,0
3194,2,5,1,1
3194,2,6,1,1
3194,2,7,1,1
3194,2,8,1,1
3195,2,0,0,0
3195,2,1,1,1
3195,2,2,1,1
3195,2,3,1,1
3195,2,4,1,1
3195,2,5,1,1
3195,2,6,1,1
3195,2,7,1,1
3196,2,0,0,0
3196,2,1,1,1
3197,2,0,0,0
3197,2,1,1,1
3198,2,0,0,0
3198,2,1,0,0
3198,2,2,0,0
3198,2,3,0,0
3198,2,4,0,0
3198,2,5,0,0
3198,2,6,0,0
3198,2,7,0,0
3198,2,8,0,0
3198,2,9,1,1
3198,2,10,1,1
3198,2,11,1,1
3198,2,12,1,1
3198,2,13,1,1
3198,2,14,1,1
3198,2,15,1,1
3198,2,16,1,1
3198,2,17,1,1
3198,2,18,1,1
3198,2,19,1,1
3199,2,0,0,0
3199,2,1,1,1
3200,2,0,0,0
3200,2,1,1,1
3200,2,2,1,1
3201,2,0,0,0
3201,2,1,1,1
3201,2,2,1,1
3202,2,0,0,0
3202,2,1,0,0
3202,2,2,1,1
3202,2,3,1,1
3203,2,0,0,0
3203,2,1,0,0
3203,2,2,1,1
3203,2,3,1,1
3204,2,0,0,0
3204,2,1,0,0
3204,2,2,0,0
3204,2,3,0,0
3204,2,4,0,0
3204,2,5,1,1
3204,2,6,1,1
3204,2,7,1,1
3204,2,8,1,1
3205,2,0,0,0
3205,2,1,1,1
3205,2,2,1,1
3205,2,3,1,1
3205,2,4,1,1
3205,2,5,1,1
3205,2,6,1,1
3205,2,7,1,1
3206,2,0,0,0
3206,2,1,1,1
3207,2,0,0,0
3207,2,1,1,1
3208,2,0,0,0
3208,2,1,0,0
3208,2,2,0,0
3208,2,3,0,0
3208,2,4,0,0
3208,2,5,0,0
3208,2,6,0,0
3208,2,7,0,0
3208,2,8,0,0
3208,2,9,1,1
3208,2,10,1,1
3208,2,11,1,1
3208,2,12,1,1
3208,2,13,1,1
3208,2,14,1,1
3208,2,15,1,1
3208,2,16,1,1
3208,2,17,1,1
3208,2,18,1,1
3208,2,19,1,1
3209,2,0,0,0
3209,2,1,1,1
3210,2,0,0,0
3210,2,1,1,1
3210,2,2,1,1
3211,2,0,0,0
3211,2,1,1,1
3211,2,2,1,1
3212,2,0,0,0
3212,2,1,0,0
3212,2,2,1,1
3212,2,3,1,1
3213,2,0,0,0
3213,2,1,0,0
3213,2,2,1,1
3213,2,3,1,1
3214,2,0,0,0
3214,2,1,0,0
3214,2,2,0,0
3214,2,3,0,0
3214,2,4,0,0
3214,2,5,1,1
3214,2,6,1,1
3214,2,7,1,1
3214,2,8,1,1
3215,2,0,0,0
3215,2,1,1,1
3215,2,2,1,1
3215,2,3,1,1
3215,2,4,1,1
3215,2,5,1,1
3215,2,6,1,1
3215,2,7,1,1
3216,2,0,0,0
3216,2,1,1,1
3217,2,0,0,0
3217,2,1,1,1
3218,2,0,0,0
3218,2,1,0,0
3218,2,2,0,0
3218,2,3,0,0
3218,2,4,0,0
3218,2,5,0,0
3218,2,6,0,0
3218,2,7,0,0
3218,2,8,0,0
3218,2,9,1,1
3218,2,10,1,1
3218,2,11,1,1
3218,2,12,1,1
3218,2,13,1,1
3218,2,14,1,1
3218,2,15,1,1
3218,2,16,1,1
3218,2,17,1,1
3218,2,18,1,1
3218,2,19,1,1
3219,2,0,0,0
3219,2,1,1,1
3220,2,0,0,0
3220,2,1,1,1
3220,2,2,1,1
3221,2,0,0,0
3221,2,1,1,1
3221,2,2,1,1
3222,2,0,0,0
3222,2,1,0,0
3222,2,2,1,1
3222,2,3,1,1
3223,2,0,0,0
3223,2,1,0,0
3223,2,2,1,1
3223,2,3,1,1
3224,2,0,0,0
3224,2,1,0,0
3224,2,2,0,0
3224,2,3,0,0
3224,2,4,0,0
3224,2,5,1,1
3224,2,6,1,1
3224,2,7,1,1
3224,2,8,1,1
3225,2,0,0,0
3225,2,1,1,1
3225,2,2,1,1
3225,2,3,1,1
3225,2,4,1,1
3225,2,5,1,1
3225,2,6,1,1
3225,2,7,1,1
3226,2,0,0,0
3226,2,1,1,1
3227,2,0,0,0
3227,2,1,1,1
3228,2,0,0,0
3228,2,1,0,0
3228,2,2,0,0
3228,2,3,0,0
3228,2,4,0,0
3228,2,5,0,0
3228,2,6,0,0
3228,2,7,0,0
3228,2,8,0,0
3228,2,9,1,1
3228,2,10,1,1
3228,2,11,1,1
3228,2,12,1,1
3228,2,13,1,1
3228,2,14,1,1
3228,2,15,1,1
3228,2,16,1,1
3228,2,17,1,1
3228,2,18,1,1
3228,2,19,1,1
3229,2,0,0,0
3229,2,1,1,1
3230,2,0,0,0
3230,2,1,1,1
3230,2,2,1,1
3231,2,0,0,0
3231,2,1,1,1
3231,2,2,1,1
3232,2,0,0,0
3232,2,1,0,0
3232,2,2,1,1
3232,2,3,1,1
3233,2,0,0,0
3233,2,1,0,0
3233,2,2,1,1
3233,2,3,1,1
3234,2,0,0,0
3234,2,1,0,0
3234,2,2,0,0
3234,2,3,0,0
3234,2,4,0,0
3234,2,5,1,1
3234,2,6,1,1
3234,2,7,1,1
3234,2,8,1,1
3235,2,0,0,0
3235,2,1,1,1
3235,2,2,1,1
3235,2,3,1,1
3235,2,4,1,1
3235,2,5,1,1
3235,2,6,1,1
3235,2,7,1,1
3236,2,0,0,0
3236,2,1,1,1
3237,2,0,0,0
3237,2,1,1,1
3238,2,0,0,0
3238,2,1,0,0
3238,2,2,0,0
3238,2,3,0,0
3238,2,4,0,0
3238,2,5,0,0
3238,2,6,0,0
3238,2,7,0,0
3238,2,8,0,0
3238,2,9,1,1
3238,2,10,1,1
3238,2,11,1,1
3238,2,12,1,1
3238,2,13,1,1
3238,2,14,1,1
3238,2,15,1,1
3238,2,16,1,1
3238,2,17,1,1
3238,2,18,1,1
3238,2,19,1,1
3239,2,0,0,0
3239,2,1,1,1
3240,2,0,0,0
3240,2,1,1,1
3240,2,2,1,1
3241,2,0,0,0
3241,2,1,1,1
3241,2,2,1,1
3242,2,0,0,0
3242,2,1,0,0
3242,2,2,1,1
3242,2,3,1,1
3243,2,0,0,0
3243,2,1,0,0
3243,2,2,1,1
3243,2,3,1,1
3244,2,0,0,0
3244,2,1,0,0
3244,2,2,0,0
3244,2,3,0,0
3244,2,4,0,0
3244,2,5,1,1
3244,2,6,1,1
3244,2,7,1,1
3244,2,8,1,1
3245,2,0,0,0
3245,2,1,1,1
3245,2,2,1,1
3245,2,3,1,1
3245,2,4,1,1
3245,2,5,1,1
3245,2,6,1,1
3245,2,7,1,1
3246,2,0,0,0
3246,2,1,1,1
3247,2,0,0,0
3247,2,1,1,1
3248,2,0,0,0
3248,2,1,0,0
3248,2,2,0,0
3248,2,3,0,0
3248,2,4,0,0
3248,2,5,0,0
3248,2,6,0,0
3248,2,7,0,0
3248,2,8,0,0
3248,2,9,1,1
3248,2,10,1,1
3248,2,11,1,1
3248,2,12,1,1
3248,2,13,1,1
3248,2,14,1,1
3248,2,15,1,1
3248,2,16,1,1
3248,2,17,1,1
3248,2,18,1,1
3248,2,19,1,1
3249,2,0,0,0
3249,2,1,1,1
3250,2,0,0,0
3250,2,1,1,1
3250,2,2,1,1
3251,2,0,0,0
3251,2,1,1,1
3251,2,2,1,1
3252,2,0,0,0
3252,2,1,0,0
3252,2,2,1,1
3252,2,3,1,1
3253,2,0,0,0
3253,2,1,0,0
3253,2,2,1,1
3253,2,3,1,1
3254,2,0,0,0
3254,2,1,0,0
3254,2,2,0,0
3254,2,3,0,0
3254,2,4,0,0
3254,2,5,1,1
3254,2,6,1,1
3254,2,7,1,1
3254,2,8,1,1
3255,2,0,0,0
3255,2,1,1,1
3255,2,2,1,1
3255,2,3,1,1
3255,2,4,1,1
3255,2,5,1,1
3255,2,6,1,1
3255,2,7,1,1
3256,2,0,0,0
3256,2,1,1,1
3257,2,0,0,0
3257,2,1,1,1
3258,2,0,0,0
3258,2,1,0,0
3258,2,2,0,0
3258,2,3,0,0
3258,2,4,0,0
3258,2,5,0,0
3258,2,6,0,0
3258,2,7,0,0
3258,2,8,0,0
3258,2,9,1,1
3258,2,10,1,1
3258,2,11,1,1
3258,2,12,1,1
3258,2,13,1,1
3258,2,14,1,1
3258,2,15,1,1
3258,2,16,1,1
3258,2,17,1,1
3258,2,18,1,1
3258,2,19,1,1
3259,2,0,0,0
3259,2,1,1,1
3260,2,0,0,0
3260,2,1,1,1
3260,2,2,1,1
3261,2,0,0,0
